instrument,entry_time,exit_time,direction,entry_price,exit_price,sl_price,units,risk_gbp,pnl,exit_reason,equity_after
GBP_USD,2026-02-18 06:00:00+00:00,2026-02-18 18:00:00+00:00,SHORT,1.35642,1.35139,1.3545,78125,150.0,307.0068,EXIT_MODEL,181795.896
AUD_USD,2026-02-18 06:00:00+00:00,2026-02-18 19:00:00+00:00,SHORT,0.7071,0.7038,0.70572,108696,150.0,280.2319,EXIT_MODEL,182076.1279
EUR_USD,2026-02-18 09:00:00+00:00,2026-02-18 18:00:00+00:00,SHORT,1.18361,1.17906,1.18159,74257,150.0,263.9604,EXIT_MODEL,182340.0883
NAS100_USD,2026-02-18 11:00:00+00:00,2026-02-18 14:00:00+00:00,LONG,24842.6,24732.38503,24732.38503,2,150.0,-150.0,SL,182190.0883
SPX500_USD,2026-02-18 13:00:00+00:00,2026-02-18 20:00:00+00:00,LONG,6861.8,6883.4,6836.79367,5,150.0,84.375,EOD,182274.4633
USD_CHF,2026-02-19 01:00:00+00:00,2026-02-19 12:00:00+00:00,LONG,0.77218,0.7751,0.7727,285113,150.0,839.1356,EXIT_MODEL,183113.5989
DE30_EUR,2026-02-19 04:00:00+00:00,2026-02-19 12:00:00+00:00,SHORT,25241.3,25062.0,25201.7013,2,150.0,306.4957,EXIT_MODEL,183420.0946
USD_JPY,2026-02-19 05:00:00+00:00,2026-02-19 08:00:00+00:00,SHORT,155.305,154.816,155.27924,1157553,150.0,2856.4323,EXIT_MODEL,186276.5269
NAS100_USD,2026-02-19 06:00:00+00:00,2026-02-19 17:00:00+00:00,SHORT,24963.2,24728.0,24950.71001,2,150.0,367.5,EXIT_MODEL,186644.0269
GBP_USD,2026-02-19 06:00:00+00:00,2026-02-19 14:00:00+00:00,SHORT,1.35,1.34454,1.34773,66079,150.0,281.8682,EXIT_MODEL,186925.8951
AUD_USD,2026-02-19 06:00:00+00:00,2026-02-19 14:00:00+00:00,SHORT,0.70671,0.70353,0.70581,166667,150.0,414.0633,EXIT_MODEL,187339.9584
SPX500_USD,2026-02-19 06:00:00+00:00,2026-02-19 17:00:00+00:00,SHORT,6893.6,6844.9,6889.759,5,150.0,190.2344,EXIT_MODEL,187530.1928
EUR_USD,2026-02-19 07:00:00+00:00,2026-02-19 14:00:00+00:00,SHORT,1.18006,1.17519,1.17785,67873,150.0,258.2356,EXIT_MODEL,187788.4284
GBP_USD,2026-02-20 01:00:00+00:00,2026-02-20 15:00:00+00:00,LONG,1.3447,1.35007,1.34604,111940,150.0,469.6233,EXIT_MODEL,188258.0517
AUD_USD,2026-02-20 02:00:00+00:00,2026-02-20 15:00:00+00:00,LONG,0.70218,0.70574,0.70574,42135,150.0,117.188,TRAIL_SL,188375.2397
DE30_EUR,2026-02-20 06:00:00+00:00,2026-02-20 08:00:00+00:00,LONG,25091.6,25025.21818,25025.21818,2,150.0,-113.4732,SL,188261.7665
USD_JPY,2026-02-20 07:00:00+00:00,2026-02-20 15:00:00+00:00,SHORT,155.499,155.34503,155.34503,193907,150.0,150.1489,TRAIL_SL,188411.9154
EUR_USD,2026-02-20 07:00:00+00:00,2026-02-20 15:00:00+00:00,LONG,1.17514,1.1759,1.1759,197368,150.0,117.1872,TRAIL_SL,188529.1026
USD_CHF,2026-02-20 07:00:00+00:00,2026-02-20 20:00:00+00:00,SHORT,0.77626,0.77512,0.77739,131896,150.0,151.5506,FRIDAY_CLOSE,188680.6532
NAS100_USD,2026-02-20 13:00:00+00:00,2026-02-20 15:00:00+00:00,LONG,24717.0,24857.53908,24857.53908,1,150.0,109.7962,TRAIL_SL,188790.4494
SPX500_USD,2026-02-20 13:00:00+00:00,2026-02-20 15:00:00+00:00,LONG,6849.8,6864.71838,6864.71838,5,150.0,58.2749,TRAIL_SL,188848.7243
GBP_USD,2026-02-22 22:00:00+00:00,2026-02-23 22:00:00+00:00,LONG,1.34936,1.34912,1.34635,49834,150.0,-9.3439,MAX_BARS,188839.3804
EUR_USD,2026-02-22 22:00:00+00:00,2026-02-23 22:00:00+00:00,LONG,1.17946,1.17874,1.17719,66079,150.0,-37.1694,MAX_BARS,188802.211
AUD_USD,2026-02-22 22:00:00+00:00,2026-02-22 23:00:00+00:00,LONG,0.70813,0.70817,0.70817,3750000,150.0,117.1875,TRAIL_SL,188919.3985
USD_JPY,2026-02-22 22:00:00+00:00,2026-02-22 23:00:00+00:00,SHORT,154.931,154.85706,154.85706,402309,150.0,150.0715,TRAIL_SL,189069.47
USD_CHF,2026-02-23 02:00:00+00:00,2026-02-23 11:00:00+00:00,LONG,0.77148,0.77624,0.77223,197499,150.0,946.1628,EXIT_MODEL,190015.6328
DE30_EUR,2026-02-23 04:00:00+00:00,2026-02-23 09:00:00+00:00,SHORT,25096.5,25180.06856,25180.06856,2,150.0,-142.8522,SL,189872.7806
NAS100_USD,2026-02-23 09:00:00+00:00,2026-02-23 19:00:00+00:00,SHORT,24932.6,24649.0,24891.42484,2,150.0,443.125,EXIT_MODEL,190315.9056
SPX500_USD,2026-02-23 13:00:00+00:00,2026-02-23 14:00:00+00:00,SHORT,6888.4,6912.23222,6912.23222,5,150.0,-93.0946,SL,190222.811
USD_JPY,2026-02-24 00:00:00+00:00,2026-02-24 07:00:00+00:00,LONG,154.866,155.66736,155.66736,37105,150.0,149.2288,TRAIL_SL,190372.0398
AUD_USD,2026-02-24 00:00:00+00:00,2026-02-24 13:00:00+00:00,SHORT,0.70632,0.70346,0.7057,241935,150.0,540.5735,EXIT_MODEL,190912.6133
USD_CHF,2026-02-24 03:00:00+00:00,2026-02-25 02:00:00+00:00,SHORT,0.77596,0.77277,0.7757,573017,150.0,1847.983,EXIT_MODEL,192760.5963
DE30_EUR,2026-02-24 04:00:00+00:00,2026-02-24 08:00:00+00:00,SHORT,25054.4,24914.8,25048.23304,2,150.0,238.6325,EXIT_MODEL,192999.2288
GBP_USD,2026-02-24 04:00:00+00:00,2026-02-24 16:00:00+00:00,LONG,1.34828,1.35297,1.34929,148515,150.0,544.1682,EXIT_MODEL,193543.397
NAS100_USD,2026-02-24 10:00:00+00:00,2026-02-24 14:00:00+00:00,LONG,24799.0,24703.19898,24703.19898,2,150.0,-149.6891,SL,193393.7079
SPX500_USD,2026-02-24 11:00:00+00:00,2026-02-24 14:00:00+00:00,LONG,6854.8,6835.26811,6835.26811,5,150.0,-76.2964,SL,193317.4115
AUD_USD,2026-02-25 00:00:00+00:00,2026-02-25 09:00:00+00:00,LONG,0.70768,0.70919,0.70919,99338,150.0,117.1878,TRAIL_SL,193434.5993
USD_JPY,2026-02-25 02:00:00+00:00,2026-02-25 09:00:00+00:00,LONG,155.464,156.559,156.08227,48278,150.0,263.8004,EXIT_MODEL,193698.3997
DE30_EUR,2026-02-25 03:00:00+00:00,2026-02-25 15:00:00+00:00,LONG,25051.9,25148.0,24976.33411,2,150.0,164.2735,EOD,193862.6732
NAS100_USD,2026-02-25 05:00:00+00:00,2026-02-25 14:00:00+00:00,LONG,25000.0,25096.54804,25096.54804,2,150.0,150.8563,TRAIL_SL,194013.5295
USD_CHF,2026-02-25 05:00:00+00:00,2026-02-25 11:00:00+00:00,LONG,0.77222,0.77547,0.77304,180812,150.0,592.019,EXIT_MODEL,194605.5485
GBP_USD,2026-02-25 08:00:00+00:00,2026-02-25 11:00:00+00:00,LONG,1.35168,1.34959,1.34959,71770,150.0,-117.187,SL,194488.3615
